source_label,target_label,weight,type,relationship_type,source,target
"Harkness, Edward","Deering, Charles",1,undirected,museum board,163,160
"Healy, Aaron Augustus","Deering, Charles",1,undirected,museum board,164,160
"Hearn, George A.","Deering, Charles",1,undirected,museum board,13,160
"Hoagland, Joseph Christoffel","Deering, Charles",1,undirected,museum board,85,160
"Hutchinson, William J.","Deering, Charles",1,undirected,museum board,165,160
"Jewett, William Kennon","Deering, Charles",1,undirected,museum board,166,160
"Johnson, John G.","Deering, Charles",1,undirected,museum board,167,160
"Layton, Frederick","Deering, Charles",1,undirected,museum board,101,160
"Lewisohn, Adolph","Deering, Charles",1,undirected,museum board,168,160
"Lockwood, Luke Vincent","Deering, Charles",1,undirected,museum board,183,160
"Loeser, Frederick","Deering, Charles",1,undirected,museum board,181,160
"Martin, Bradley","Deering, Charles",1,undirected,museum board,169,160
"McAlpin, David H.","Deering, Charles",1,undirected,museum board,170,160
"Morgan, J. Pierpont, Jr.","Deering, Charles",1,undirected,museum board,171,160
"Nickerson, Samuel M.","Deering, Charles",1,undirected,museum board,172,160
"Ream, Norman B.","Deering, Charles",1,undirected,museum board,146,160
"Reisinger, Hugo","Deering, Charles",1,undirected,museum board,25,160
"Rockefeller, William Avery Jr.","Deering, Charles",1,undirected,museum board,119,160
"Roloson, Robert W.","Deering, Charles",1,undirected,museum board,173,160
"Russel, Horace","Deering, Charles",1,undirected,museum board,174,160
"Ryerson, Martin A.","Deering, Charles",1,undirected,museum board,175,160
"Sloane, William Douglas","Deering, Charles",1,undirected,museum board,124,160
"Spaulding, William S.","Deering, Charles",1,undirected,museum board,176,160
"Spoor, John A.","Deering, Charles",1,undirected,museum board,149,160
"Stillman, James","Deering, Charles",1,undirected,museum board,129,160
"Terry, John T.","Deering, Charles",1,undirected,museum board,130,160
"Tousey, Sinclair","Deering, Charles",1,undirected,museum board,133,160
"Valentine, P.A.","Deering, Charles",1,undirected,museum board,33,160
"Vanderbilt, Cornelius II","Deering, Charles",1,undirected,museum board,136,160
"Vanderbilt, William Kissam","Deering, Charles",1,undirected,museum board,177,160
"Walker, E. Chandler","Deering, Charles",1,undirected,museum board,178,160
"Walters, Henry","Deering, Charles",1,undirected,museum board,179,160
"White, George Robert","Deering, Charles",1,undirected,museum board,180,160
"Adams, Edward D.","Edwards, Robert J.",1,undirected,museum board,36,161
"Allen, George L.","Edwards, Robert J.",1,undirected,museum board,150,161
"Andrews, William Loring","Edwards, Robert J.",1,undirected,museum board,42,161
"Armour, George A.","Edwards, Robert J.",1,undirected,museum board,151,161
"Astor, William","Edwards, Robert J.",1,undirected,museum board,152,161
"Avery, Samuel Putnam","Edwards, Robert J.",1,undirected,museum board,44,161
"Baker, George F.","Edwards, Robert J.",1,undirected,museum board,45,161
"Barger, Samuel F.","Edwards, Robert J.",1,undirected,museum board,153,161
"Bartlett, Francis","Edwards, Robert J.",1,undirected,museum board,154,161
"Bennett, James Gordon Jr.","Edwards, Robert J.",1,undirected,museum board,155,161
"Bishop, Heber R.","Edwards, Robert J.",1,undirected,museum board,48,161
"Bixby, William K.","Edwards, Robert J.",1,undirected,museum board,156,161
"Blumenthal, George","Edwards, Robert J.",1,undirected,museum board,1,161
"Catlin, Daniel","Edwards, Robert J.",1,undirected,museum board,157,161
"Clark, George Crawford","Edwards, Robert J.",1,undirected,museum board,158,161
"Clarke, Thomas B.","Edwards, Robert J.",1,undirected,museum board,55,161
"Comstock, William C.","Edwards, Robert J.",1,undirected,museum board,159,161
"Davis, Theodore M.","Edwards, Robert J.",1,undirected,museum board,65,161
"De Silver, Carll H.","Edwards, Robert J.",1,undirected,museum board,182,161
"Deering, Charles","Edwards, Robert J.",1,undirected,museum board,160,161
"Fahnestock, Harris Charles","Edwards, Robert J.",1,undirected,museum board,69,161
"Frick, Henry Clay (NY)","Edwards, Robert J.",1,undirected,museum board,74,161
"Gould, Helen","Edwards, Robert J.",1,undirected,museum board,162,161
"Gunsaulus, Dr. Frank W.","Edwards, Robert J.",1,undirected,museum board,140,161
"Harkness, Edward","Edwards, Robert J.",1,undirected,museum board,163,161
"Healy, Aaron Augustus","Edwards, Robert J.",1,undirected,museum board,164,161
"Hearn, George A.","Edwards, Robert J.",1,undirected,museum board,13,161
"Hoagland, Joseph Christoffel","Edwards, Robert J.",1,undirected,museum board,85,161
"Hutchinson, William J.","Edwards, Robert J.",1,undirected,museum board,165,161
"Jewett, William Kennon","Edwards, Robert J.",1,undirected,museum board,166,161
"Johnson, John G.","Edwards, Robert J.",1,undirected,museum board,167,161
"Layton, Frederick","Edwards, Robert J.",1,undirected,museum board,101,161
"Lewisohn, Adolph","Edwards, Robert J.",1,undirected,museum board,168,161
"Lockwood, Luke Vincent","Edwards, Robert J.",1,undirected,museum board,183,161
"Loeser, Frederick","Edwards, Robert J.",1,undirected,museum board,181,161
"Martin, Bradley","Edwards, Robert J.",1,undirected,museum board,169,161
"McAlpin, David H.","Edwards, Robert J.",1,undirected,museum board,170,161
"Morgan, J. Pierpont, Jr.","Edwards, Robert J.",1,undirected,museum board,171,161
"Nickerson, Samuel M.","Edwards, Robert J.",1,undirected,museum board,172,161
"Ream, Norman B.","Edwards, Robert J.",1,undirected,museum board,146,161
"Reisinger, Hugo","Edwards, Robert J.",1,undirected,museum board,25,161
"Rockefeller, William Avery Jr.","Edwards, Robert J.",1,undirected,museum board,119,161
"Roloson, Robert W.","Edwards, Robert J.",1,undirected,museum board,173,161
"Russel, Horace","Edwards, Robert J.",1,undirected,museum board,174,161
"Ryerson, Martin A.","Edwards, Robert J.",1,undirected,museum board,175,161
"Sloane, William Douglas","Edwards, Robert J.",1,undirected,museum board,124,161
"Spaulding, William S.","Edwards, Robert J.",1,undirected,museum board,176,161
"Spoor, John A.","Edwards, Robert J.",1,undirected,museum board,149,161
"Stillman, James","Edwards, Robert J.",1,undirected,museum board,129,161
"Terry, John T.","Edwards, Robert J.",1,undirected,museum board,130,161
"Tousey, Sinclair","Edwards, Robert J.",1,undirected,museum board,133,161
"Valentine, P.A.","Edwards, Robert J.",1,undirected,museum board,33,161
"Vanderbilt, Cornelius II","Edwards, Robert J.",1,undirected,museum board,136,161
"Vanderbilt, William Kissam","Edwards, Robert J.",1,undirected,museum board,177,161
"Walker, E. Chandler","Edwards, Robert J.",1,undirected,museum board,178,161
"Walters, Henry","Edwards, Robert J.",1,undirected,museum board,179,161
"White, George Robert","Edwards, Robert J.",1,undirected,museum board,180,161
"Adams, Edward D.","Fahnestock, Harris Charles",1,undirected,museum board,36,69
"Allen, George L.","Fahnestock, Harris Charles",1,undirected,museum board,150,69
"Andrews, William Loring","Fahnestock, Harris Charles",1,undirected,museum board,42,69
"Armour, George A.","Fahnestock, Harris Charles",1,undirected,museum board,151,69
"Astor, William","Fahnestock, Harris Charles",1,undirected,museum board,152,69
"Avery, Samuel Putnam","Fahnestock, Harris Charles",1,undirected,museum board,44,69
"Baker, George F.","Fahnestock, Harris Charles",1,undirected,museum board,45,69
"Barger, Samuel F.","Fahnestock, Harris Charles",1,undirected,museum board,153,69
"Bartlett, Francis","Fahnestock, Harris Charles",1,undirected,museum board,154,69
"Bennett, James Gordon Jr.","Fahnestock, Harris Charles",1,undirected,museum board,155,69
"Bishop, Heber R.","Fahnestock, Harris Charles",1,undirected,museum board,48,69
"Bixby, William K.","Fahnestock, Harris Charles",1,undirected,museum board,156,69
"Blumenthal, George","Fahnestock, Harris Charles",1,undirected,museum board,1,69
"Catlin, Daniel","Fahnestock, Harris Charles",1,undirected,museum board,157,69
"Clark, George Crawford","Fahnestock, Harris Charles",1,undirected,museum board,158,69
"Clarke, Thomas B.","Fahnestock, Harris Charles",1,undirected,museum board,55,69
"Comstock, William C.","Fahnestock, Harris Charles",1,undirected,museum board,159,69
"Davis, Theodore M.","Fahnestock, Harris Charles",1,undirected,museum board,65,69
"De Silver, Carll H.","Fahnestock, Harris Charles",1,undirected,museum board,182,69
"Deering, Charles","Fahnestock, Harris Charles",1,undirected,museum board,160,69
"Edwards, Robert J.","Fahnestock, Harris Charles",1,undirected,museum board,161,69
"Frick, Henry Clay (NY)","Fahnestock, Harris Charles",1,undirected,museum board,74,69
"Gould, Helen","Fahnestock, Harris Charles",1,undirected,museum board,162,69
"Gunsaulus, Dr. Frank W.","Fahnestock, Harris Charles",1,undirected,museum board,140,69
"Harkness, Edward","Fahnestock, Harris Charles",1,undirected,museum board,163,69
"Healy, Aaron Augustus","Fahnestock, Harris Charles",1,undirected,museum board,164,69
"Hearn, George A.","Fahnestock, Harris Charles",1,undirected,museum board,13,69
"Hoagland, Joseph Christoffel","Fahnestock, Harris Charles",1,undirected,museum board,85,69
"Hutchinson, William J.","Fahnestock, Harris Charles",1,undirected,museum board,165,69
"Jewett, William Kennon","Fahnestock, Harris Charles",1,undirected,museum board,166,69
"Johnson, John G.","Fahnestock, Harris Charles",1,undirected,museum board,167,69
"Layton, Frederick","Fahnestock, Harris Charles",1,undirected,museum board,101,69
"Lewisohn, Adolph","Fahnestock, Harris Charles",1,undirected,museum board,168,69
"Lockwood, Luke Vincent","Fahnestock, Harris Charles",1,undirected,museum board,183,69
"Loeser, Frederick","Fahnestock, Harris Charles",1,undirected,museum board,181,69
"Martin, Bradley","Fahnestock, Harris Charles",1,undirected,museum board,169,69
"McAlpin, David H.","Fahnestock, Harris Charles",1,undirected,museum board,170,69
"Morgan, J. Pierpont, Jr.","Fahnestock, Harris Charles",1,undirected,museum board,171,69
"Nickerson, Samuel M.","Fahnestock, Harris Charles",1,undirected,museum board,172,69
"Ream, Norman B.","Fahnestock, Harris Charles",1,undirected,museum board,146,69
"Reisinger, Hugo","Fahnestock, Harris Charles",1,undirected,museum board,25,69
"Rockefeller, William Avery Jr.","Fahnestock, Harris Charles",1,undirected,museum board,119,69
"Roloson, Robert W.","Fahnestock, Harris Charles",1,undirected,museum board,173,69
"Russel, Horace","Fahnestock, Harris Charles",1,undirected,museum board,174,69
"Ryerson, Martin A.","Fahnestock, Harris Charles",1,undirected,museum board,175,69
"Sloane, William Douglas","Fahnestock, Harris Charles",1,undirected,museum board,124,69
"Spaulding, William S.","Fahnestock, Harris Charles",1,undirected,museum board,176,69
"Spoor, John A.","Fahnestock, Harris Charles",1,undirected,museum board,149,69
"Stillman, James","Fahnestock, Harris Charles",1,undirected,museum board,129,69
"Terry, John T.","Fahnestock, Harris Charles",1,undirected,museum board,130,69
"Tousey, Sinclair","Fahnestock, Harris Charles",1,undirected,museum board,133,69
"Valentine, P.A.","Fahnestock, Harris Charles",1,undirected,museum board,33,69
"Vanderbilt, Cornelius II","Fahnestock, Harris Charles",1,undirected,museum board,136,69
"Vanderbilt, William Kissam","Fahnestock, Harris Charles",1,undirected,museum board,177,69
"Walker, E. Chandler","Fahnestock, Harris Charles",1,undirected,museum board,178,69
"Walters, Henry","Fahnestock, Harris Charles",1,undirected,museum board,179,69
"White, George Robert","Fahnestock, Harris Charles",1,undirected,museum board,180,69
"Adams, Edward D.","Frick, Henry Clay (NY)",1,undirected,museum board,36,74
"Allen, George L.","Frick, Henry Clay (NY)",1,undirected,museum board,150,74
"Andrews, William Loring","Frick, Henry Clay (NY)",1,undirected,museum board,42,74
"Armour, George A.","Frick, Henry Clay (NY)",1,undirected,museum board,151,74
"Astor, William","Frick, Henry Clay (NY)",1,undirected,museum board,152,74
"Avery, Samuel Putnam","Frick, Henry Clay (NY)",1,undirected,museum board,44,74
"Baker, George F.","Frick, Henry Clay (NY)",1,undirected,museum board,45,74
"Barger, Samuel F.","Frick, Henry Clay (NY)",1,undirected,museum board,153,74
"Bartlett, Francis","Frick, Henry Clay (NY)",1,undirected,museum board,154,74
"Bennett, James Gordon Jr.","Frick, Henry Clay (NY)",1,undirected,museum board,155,74
"Bishop, Heber R.","Frick, Henry Clay (NY)",1,undirected,museum board,48,74
"Bixby, William K.","Frick, Henry Clay (NY)",1,undirected,museum board,156,74
"Blumenthal, George","Frick, Henry Clay (NY)",1,undirected,museum board,1,74
"Catlin, Daniel","Frick, Henry Clay (NY)",1,undirected,museum board,157,74
"Clark, George Crawford","Frick, Henry Clay (NY)",1,undirected,museum board,158,74
"Clarke, Thomas B.","Frick, Henry Clay (NY)",1,undirected,museum board,55,74
"Comstock, William C.","Frick, Henry Clay (NY)",1,undirected,museum board,159,74
"Davis, Theodore M.","Frick, Henry Clay (NY)",1,undirected,museum board,65,74
"De Silver, Carll H.","Frick, Henry Clay (NY)",1,undirected,museum board,182,74
"Deering, Charles","Frick, Henry Clay (NY)",1,undirected,museum board,160,74
"Edwards, Robert J.","Frick, Henry Clay (NY)",1,undirected,museum board,161,74
"Fahnestock, Harris Charles","Frick, Henry Clay (NY)",1,undirected,museum board,69,74
"Gould, Helen","Frick, Henry Clay (NY)",1,undirected,museum board,162,74
"Gunsaulus, Dr. Frank W.","Frick, Henry Clay (NY)",1,undirected,museum board,140,74
"Harkness, Edward","Frick, Henry Clay (NY)",1,undirected,museum board,163,74
"Healy, Aaron Augustus","Frick, Henry Clay (NY)",1,undirected,museum board,164,74
"Hearn, George A.","Frick, Henry Clay (NY)",1,undirected,museum board,13,74
"Hoagland, Joseph Christoffel","Frick, Henry Clay (NY)",1,undirected,museum board,85,74
"Hutchinson, William J.","Frick, Henry Clay (NY)",1,undirected,museum board,165,74
"Jewett, William Kennon","Frick, Henry Clay (NY)",1,undirected,museum board,166,74
"Johnson, John G.","Frick, Henry Clay (NY)",1,undirected,museum board,167,74
"Layton, Frederick","Frick, Henry Clay (NY)",1,undirected,museum board,101,74
"Lewisohn, Adolph","Frick, Henry Clay (NY)",1,undirected,museum board,168,74
"Lockwood, Luke Vincent","Frick, Henry Clay (NY)",1,undirected,museum board,183,74
"Loeser, Frederick","Frick, Henry Clay (NY)",1,undirected,museum board,181,74
"Martin, Bradley","Frick, Henry Clay (NY)",1,undirected,museum board,169,74
"McAlpin, David H.","Frick, Henry Clay (NY)",1,undirected,museum board,170,74
"Morgan, J. Pierpont, Jr.","Frick, Henry Clay (NY)",1,undirected,museum board,171,74
"Nickerson, Samuel M.","Frick, Henry Clay (NY)",1,undirected,museum board,172,74
"Ream, Norman B.","Frick, Henry Clay (NY)",1,undirected,museum board,146,74
"Reisinger, Hugo","Frick, Henry Clay (NY)",1,undirected,museum board,25,74
"Rockefeller, William Avery Jr.","Frick, Henry Clay (NY)",1,undirected,museum board,119,74
"Roloson, Robert W.","Frick, Henry Clay (NY)",1,undirected,museum board,173,74
"Russel, Horace","Frick, Henry Clay (NY)",1,undirected,museum board,174,74
"Ryerson, Martin A.","Frick, Henry Clay (NY)",1,undirected,museum board,175,74
"Sloane, William Douglas","Frick, Henry Clay (NY)",1,undirected,museum board,124,74
"Spaulding, William S.","Frick, Henry Clay (NY)",1,undirected,museum board,176,74
"Spoor, John A.","Frick, Henry Clay (NY)",1,undirected,museum board,149,74
"Stillman, James","Frick, Henry Clay (NY)",1,undirected,museum board,129,74
"Terry, John T.","Frick, Henry Clay (NY)",1,undirected,museum board,130,74
"Tousey, Sinclair","Frick, Henry Clay (NY)",1,undirected,museum board,133,74
"Valentine, P.A.","Frick, Henry Clay (NY)",1,undirected,museum board,33,74
"Vanderbilt, Cornelius II","Frick, Henry Clay (NY)",1,undirected,museum board,136,74
"Vanderbilt, William Kissam","Frick, Henry Clay (NY)",1,undirected,museum board,177,74
"Walker, E. Chandler","Frick, Henry Clay (NY)",1,undirected,museum board,178,74
"Walters, Henry","Frick, Henry Clay (NY)",1,undirected,museum board,179,74
"White, George Robert","Frick, Henry Clay (NY)",1,undirected,museum board,180,74
"Adams, Edward D.","Gould, Helen",1,undirected,museum board,36,162
"Allen, George L.","Gould, Helen",1,undirected,museum board,150,162
"Andrews, William Loring","Gould, Helen",1,undirected,museum board,42,162
"Armour, George A.","Gould, Helen",1,undirected,museum board,151,162
"Astor, William","Gould, Helen",1,undirected,museum board,152,162
"Avery, Samuel Putnam","Gould, Helen",1,undirected,museum board,44,162
"Baker, George F.","Gould, Helen",1,undirected,museum board,45,162
"Barger, Samuel F.","Gould, Helen",1,undirected,museum board,153,162
"Bartlett, Francis","Gould, Helen",1,undirected,museum board,154,162
"Bennett, James Gordon Jr.","Gould, Helen",1,undirected,museum board,155,162
"Bishop, Heber R.","Gould, Helen",1,undirected,museum board,48,162
"Bixby, William K.","Gould, Helen",1,undirected,museum board,156,162
"Blumenthal, George","Gould, Helen",1,undirected,museum board,1,162
"Catlin, Daniel","Gould, Helen",1,undirected,museum board,157,162
"Clark, George Crawford","Gould, Helen",1,undirected,museum board,158,162
"Clarke, Thomas B.","Gould, Helen",1,undirected,museum board,55,162
"Comstock, William C.","Gould, Helen",1,undirected,museum board,159,162
"Davis, Theodore M.","Gould, Helen",1,undirected,museum board,65,162
"De Silver, Carll H.","Gould, Helen",1,undirected,museum board,182,162
"Deering, Charles","Gould, Helen",1,undirected,museum board,160,162
"Edwards, Robert J.","Gould, Helen",1,undirected,museum board,161,162
"Fahnestock, Harris Charles","Gould, Helen",1,undirected,museum board,69,162
"Frick, Henry Clay (NY)","Gould, Helen",1,undirected,museum board,74,162
"Gunsaulus, Dr. Frank W.","Gould, Helen",1,undirected,museum board,140,162
"Harkness, Edward","Gould, Helen",1,undirected,museum board,163,162
"Healy, Aaron Augustus","Gould, Helen",1,undirected,museum board,164,162
"Hearn, George A.","Gould, Helen",1,undirected,museum board,13,162
"Hoagland, Joseph Christoffel","Gould, Helen",1,undirected,museum board,85,162
"Hutchinson, William J.","Gould, Helen",1,undirected,museum board,165,162
"Jewett, William Kennon","Gould, Helen",1,undirected,museum board,166,162
"Johnson, John G.","Gould, Helen",1,undirected,museum board,167,162
"Layton, Frederick","Gould, Helen",1,undirected,museum board,101,162
"Lewisohn, Adolph","Gould, Helen",1,undirected,museum board,168,162
"Lockwood, Luke Vincent","Gould, Helen",1,undirected,museum board,183,162
"Loeser, Frederick","Gould, Helen",1,undirected,museum board,181,162
"Martin, Bradley","Gould, Helen",1,undirected,museum board,169,162
"McAlpin, David H.","Gould, Helen",1,undirected,museum board,170,162
"Morgan, J. Pierpont, Jr.","Gould, Helen",1,undirected,museum board,171,162
"Nickerson, Samuel M.","Gould, Helen",1,undirected,museum board,172,162
"Ream, Norman B.","Gould, Helen",1,undirected,museum board,146,162
"Reisinger, Hugo","Gould, Helen",1,undirected,museum board,25,162
"Rockefeller, William Avery Jr.","Gould, Helen",1,undirected,museum board,119,162
"Roloson, Robert W.","Gould, Helen",1,undirected,museum board,173,162
"Russel, Horace","Gould, Helen",1,undirected,museum board,174,162
"Ryerson, Martin A.","Gould, Helen",1,undirected,museum board,175,162
"Sloane, William Douglas","Gould, Helen",1,undirected,museum board,124,162
"Spaulding, William S.","Gould, Helen",1,undirected,museum board,176,162
"Spoor, John A.","Gould, Helen",1,undirected,museum board,149,162
"Stillman, James","Gould, Helen",1,undirected,museum board,129,162
"Terry, John T.","Gould, Helen",1,undirected,museum board,130,162
"Tousey, Sinclair","Gould, Helen",1,undirected,museum board,133,162
"Valentine, P.A.","Gould, Helen",1,undirected,museum board,33,162
"Vanderbilt, Cornelius II","Gould, Helen",1,undirected,museum board,136,162
"Vanderbilt, William Kissam","Gould, Helen",1,undirected,museum board,177,162
"Walker, E. Chandler","Gould, Helen",1,undirected,museum board,178,162
"Walters, Henry","Gould, Helen",1,undirected,museum board,179,162
"White, George Robert","Gould, Helen",1,undirected,museum board,180,162
"Adams, Edward D.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,36,140
"Allen, George L.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,150,140
"Andrews, William Loring","Gunsaulus, Dr. Frank W.",1,undirected,museum board,42,140
"Armour, George A.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,151,140
"Astor, William","Gunsaulus, Dr. Frank W.",1,undirected,museum board,152,140
"Avery, Samuel Putnam","Gunsaulus, Dr. Frank W.",1,undirected,museum board,44,140
"Baker, George F.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,45,140
"Barger, Samuel F.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,153,140
"Bartlett, Francis","Gunsaulus, Dr. Frank W.",1,undirected,museum board,154,140
"Bennett, James Gordon Jr.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,155,140
"Bishop, Heber R.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,48,140
"Bixby, William K.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,156,140
"Blumenthal, George","Gunsaulus, Dr. Frank W.",1,undirected,museum board,1,140
"Catlin, Daniel","Gunsaulus, Dr. Frank W.",1,undirected,museum board,157,140
"Clark, George Crawford","Gunsaulus, Dr. Frank W.",1,undirected,museum board,158,140
"Clarke, Thomas B.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,55,140
"Comstock, William C.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,159,140
"Davis, Theodore M.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,65,140
"De Silver, Carll H.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,182,140
"Deering, Charles","Gunsaulus, Dr. Frank W.",1,undirected,museum board,160,140
"Edwards, Robert J.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,161,140
"Fahnestock, Harris Charles","Gunsaulus, Dr. Frank W.",1,undirected,museum board,69,140
"Frick, Henry Clay (NY)","Gunsaulus, Dr. Frank W.",1,undirected,museum board,74,140
"Gould, Helen","Gunsaulus, Dr. Frank W.",1,undirected,museum board,162,140
"Harkness, Edward","Gunsaulus, Dr. Frank W.",1,undirected,museum board,163,140
"Healy, Aaron Augustus","Gunsaulus, Dr. Frank W.",1,undirected,museum board,164,140
"Hearn, George A.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,13,140
"Hoagland, Joseph Christoffel","Gunsaulus, Dr. Frank W.",1,undirected,museum board,85,140
"Hutchinson, William J.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,165,140
"Jewett, William Kennon","Gunsaulus, Dr. Frank W.",1,undirected,museum board,166,140
"Johnson, John G.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,167,140
"Layton, Frederick","Gunsaulus, Dr. Frank W.",1,undirected,museum board,101,140
"Lewisohn, Adolph","Gunsaulus, Dr. Frank W.",1,undirected,museum board,168,140
"Lockwood, Luke Vincent","Gunsaulus, Dr. Frank W.",1,undirected,museum board,183,140
"Loeser, Frederick","Gunsaulus, Dr. Frank W.",1,undirected,museum board,181,140
"Martin, Bradley","Gunsaulus, Dr. Frank W.",1,undirected,museum board,169,140
"McAlpin, David H.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,170,140
"Morgan, J. Pierpont, Jr.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,171,140
"Nickerson, Samuel M.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,172,140
"Ream, Norman B.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,146,140
"Reisinger, Hugo","Gunsaulus, Dr. Frank W.",1,undirected,museum board,25,140
"Rockefeller, William Avery Jr.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,119,140
"Roloson, Robert W.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,173,140
"Russel, Horace","Gunsaulus, Dr. Frank W.",1,undirected,museum board,174,140
"Ryerson, Martin A.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,175,140
"Sloane, William Douglas","Gunsaulus, Dr. Frank W.",1,undirected,museum board,124,140
"Spaulding, William S.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,176,140
"Spoor, John A.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,149,140
"Stillman, James","Gunsaulus, Dr. Frank W.",1,undirected,museum board,129,140
"Terry, John T.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,130,140
"Tousey, Sinclair","Gunsaulus, Dr. Frank W.",1,undirected,museum board,133,140
"Valentine, P.A.","Gunsaulus, Dr. Frank W.",1,undirected,museum board,33,140
"Vanderbilt, Cornelius II","Gunsaulus, Dr. Frank W.",1,undirected,museum board,136,140
"Vanderbilt, William Kissam","Gunsaulus, Dr. Frank W.",1,undirected,museum board,177,140
"Walker, E. Chandler","Gunsaulus, Dr. Frank W.",1,undirected,museum board,178,140
"Walters, Henry","Gunsaulus, Dr. Frank W.",1,undirected,museum board,179,140
"White, George Robert","Gunsaulus, Dr. Frank W.",1,undirected,museum board,180,140
"Adams, Edward D.","Harkness, Edward",1,undirected,museum board,36,163
"Allen, George L.","Harkness, Edward",1,undirected,museum board,150,163
"Andrews, William Loring","Harkness, Edward",1,undirected,museum board,42,163
"Armour, George A.","Harkness, Edward",1,undirected,museum board,151,163
"Astor, William","Harkness, Edward",1,undirected,museum board,152,163
"Avery, Samuel Putnam","Harkness, Edward",1,undirected,museum board,44,163
"Baker, George F.","Harkness, Edward",1,undirected,museum board,45,163
"Barger, Samuel F.","Harkness, Edward",1,undirected,museum board,153,163
"Bartlett, Francis","Harkness, Edward",1,undirected,museum board,154,163
"Bennett, James Gordon Jr.","Harkness, Edward",1,undirected,museum board,155,163
"Bishop, Heber R.","Harkness, Edward",1,undirected,museum board,48,163
"Bixby, William K.","Harkness, Edward",1,undirected,museum board,156,163
"Blumenthal, George","Harkness, Edward",1,undirected,museum board,1,163
"Catlin, Daniel","Harkness, Edward",1,undirected,museum board,157,163
"Clark, George Crawford","Harkness, Edward",1,undirected,museum board,158,163
"Clarke, Thomas B.","Harkness, Edward",1,undirected,museum board,55,163
"Comstock, William C.","Harkness, Edward",1,undirected,museum board,159,163
"Davis, Theodore M.","Harkness, Edward",1,undirected,museum board,65,163
"De Silver, Carll H.","Harkness, Edward",1,undirected,museum board,182,163
"Deering, Charles","Harkness, Edward",1,undirected,museum board,160,163
"Edwards, Robert J.","Harkness, Edward",1,undirected,museum board,161,163
"Fahnestock, Harris Charles","Harkness, Edward",1,undirected,museum board,69,163
"Frick, Henry Clay (NY)","Harkness, Edward",1,undirected,museum board,74,163
"Gould, Helen","Harkness, Edward",1,undirected,museum board,162,163
"Gunsaulus, Dr. Frank W.","Harkness, Edward",1,undirected,museum board,140,163
"Healy, Aaron Augustus","Harkness, Edward",1,undirected,museum board,164,163
"Hearn, George A.","Harkness, Edward",1,undirected,museum board,13,163
"Hoagland, Joseph Christoffel","Harkness, Edward",1,undirected,museum board,85,163
"Hutchinson, William J.","Harkness, Edward",1,undirected,museum board,165,163
"Jewett, William Kennon","Harkness, Edward",1,undirected,museum board,166,163
"Johnson, John G.","Harkness, Edward",1,undirected,museum board,167,163
"Layton, Frederick","Harkness, Edward",1,undirected,museum board,101,163
"Lewisohn, Adolph","Harkness, Edward",1,undirected,museum board,168,163
"Lockwood, Luke Vincent","Harkness, Edward",1,undirected,museum board,183,163
"Loeser, Frederick","Harkness, Edward",1,undirected,museum board,181,163
"Martin, Bradley","Harkness, Edward",1,undirected,museum board,169,163
"McAlpin, David H.","Harkness, Edward",1,undirected,museum board,170,163
"Morgan, J. Pierpont, Jr.","Harkness, Edward",1,undirected,museum board,171,163
"Nickerson, Samuel M.","Harkness, Edward",1,undirected,museum board,172,163
"Ream, Norman B.","Harkness, Edward",1,undirected,museum board,146,163
"Reisinger, Hugo","Harkness, Edward",1,undirected,museum board,25,163
"Rockefeller, William Avery Jr.","Harkness, Edward",1,undirected,museum board,119,163
"Roloson, Robert W.","Harkness, Edward",1,undirected,museum board,173,163
"Russel, Horace","Harkness, Edward",1,undirected,museum board,174,163
"Ryerson, Martin A.","Harkness, Edward",1,undirected,museum board,175,163
"Sloane, William Douglas","Harkness, Edward",1,undirected,museum board,124,163
"Spaulding, William S.","Harkness, Edward",1,undirected,museum board,176,163
"Spoor, John A.","Harkness, Edward",1,undirected,museum board,149,163
"Stillman, James","Harkness, Edward",1,undirected,museum board,129,163
"Terry, John T.","Harkness, Edward",1,undirected,museum board,130,163
